SR_NODD,CURRENT_STATUS,OFF_NAME,AGENCY_TYPE,STATE_NM,APP_ID,APP_NAME,BENF_TYPE_DESC,GENDER,BENF_CATEGORY_DESC,BENF_SPECIAL_CD,DOB,MOBILE,UNIT_ADDR,UNIT_TALUK_BLOCK,DISTRICT_NAME,IND_TYPE,ACTIVITY_NAME,PROD_DESC,IFSC_CODE,BANK_NAME,BANK_ADDRESS,BANK_F_DATE,PROJ_COST,TOT_SAMC_FB,CGTSI,IST_LOAN_REL,MM_CLAIM_DT,MM_CLAIM_AMT,MM_REL_DT,MM_REL_AMT,EDP_TRG_NM,EDP_CERT_DT,CERT_TYPE,ONLINE_PROMO,TEL_NO,E_MAIL,IND_GRP_LONG_DESC,APR_YR,ANNUAL_TURNOVER,SUSTAINABILITY_SCORE,OPERATIONAL_STATUS,EMPLOYMENT_AT_SETUP,MARGIN_MONEY_SUBSIDY_RS,SECTOR
1964,Non-Operational,Office_25,State,HARYANA,APP2025228324,Applicant_1964,Individual,Female,SC,NA,1965-03-05,9865387694,Address_469,Block_A,District_5,Rural,Health Care,Product_23,IFSC849745,SBI,Bank_Address_44,2022-05-28,1397895,1293431,457942,No,2022-10-16,479384,2021-11-21,854813,Training_6,2020-09-03,C,Yes,0361234782,applicant_1964@email.com,Retail,2023-24,4272980,73.18630000664284,Closed,7,1388937,Services
1965,Closed,Office_74,DIC,BIHAR,APP2025761999,Applicant_1965,Individual,Female,General,PWD,1960-05-11,9838319455,Address_88,Block_D,District_17,Urban,Health Care,Product_94,IFSC827500,PNB,Bank_Address_66,2021-12-31,1141930,998534,85212,Yes,2022-05-12,851359,2023-08-03,166490,Training_15,2022-03-26,NA,Yes,0335596324,applicant_1965@email.com,Retail,2024-25,665111,38.669914302099116,Closed,8,604301,Services
1966,Non-Operational,Office_86,KVIB,KERALA,APP2025174326,Applicant_1966,Individual,Female,General,EX-SERVICEMAN,2000-02-20,9835288548,Address_473,Block_C,District_12,Urban,Retail Trading,Product_49,IFSC107797,PNB,Bank_Address_49,2020-06-18,2390660,1477298,311677,No,2022-08-11,1430275,2022-11-19,1058658,Training_24,2022-08-01,A,No,0251642816,applicant_1966@email.com,Retail,2024-25,2010293,52.241027404826504,Operational,1,1252264,Services
1967,Non-Operational,Office_10,State,HARYANA,APP2025391663,Applicant_1967,Individual,Male,Scheduled Caste,PWD,2005-08-27,9863434899,Address_453,Block_C,District_11,Rural,Textile Unit,Product_31,IFSC322097,Axis Bank,Bank_Address_91,2022-02-06,1048595,408566,117291,Partial,2023-03-01,148824,2023-04-11,1396910,Training_20,2020-03-20,NA,No,0279103433,applicant_1967@email.com,Agro-based,2025-26,3404482,36.162365573964664,Operational,18,559930,Manufacturing
1968,Closed,Office_32,DIC,HARYANA,APP2025658937,Applicant_1968,Individual,Female,SC,EX-SERVICEMAN,1999-06-30,9842461840,Address_468,Block_A,District_30,Rural,Textile Unit,Product_51,IFSC334126,IndusInd Bank,Bank_Address_51,2020-11-06,1445039,1288546,374120,Partial,2021-11-07,127638,2022-10-13,550077,Training_37,2020-12-26,NA,Yes,0199825116,applicant_1968@email.com,Services,2023-24,4486463,92.62050131796377,Closed,4,429994,Manufacturing
1969,Closed,Office_56,DIC,KARNATAKA,APP2025956535,Applicant_1969,Individual,Female,General,NA,2007-07-20,9899258928,Address_393,Block_D,District_25,Rural,Food Processing,Product_63,IFSC580851,Union Bank,Bank_Address_10,2020-05-23,721659,518445,63360,Partial,2022-11-29,484913,2021-01-02,110266,Training_30,2020-09-28,B,Yes,0322261911,applicant_1969@email.com,Retail,2025-26,4407237,56.68840884433586,Operational,7,1278834,Manufacturing
1970,Closed,Office_36,KVIB,PUNJAB,APP2025290894,Applicant_1970,Individual,Male,ST,EX-SERVICEMAN,1979-02-05,9897652651,Address_149,Block_A,District_16,Rural,Tourism Services,Product_85,IFSC853125,Union Bank,Bank_Address_125,2023-04-19,1032520,1126333,420127,Yes,2023-02-02,1171342,2020-03-02,1478512,Training_41,2022-01-28,NA,No,0318778092,applicant_1970@email.com,Retail,2025-26,1290055,71.44956901350581,Operational,12,943659,Services
1971,Operational,Office_18,KVIC,BIHAR,APP2025693765,Applicant_1971,Individual,Female,Scheduled Tribe,NA,1999-12-09,9873632711,Address_439,Block_B,District_7,Urban,E-commerce,Product_45,IFSC263462,PNB,Bank_Address_189,2020-11-22,1943011,1220440,315887,No,2021-09-23,541341,2020-08-28,505109,Training_35,2021-11-03,A,Yes,0196675991,applicant_1971@email.com,Agro-based,2024-25,1107897,83.09321911090035,Operational,12,1234376,Services
1972,Operational,Office_46,State,HARYANA,APP2025898653,Applicant_1972,Individual,Female,ST,PWD,2005-09-17,9832363301,Address_209,Block_D,District_27,Rural,Video & Photo Studio,Product_20,IFSC397260,ICICI Bank,Bank_Address_62,2021-04-24,878962,1290732,424514,No,2020-09-28,1691130,2022-10-04,325714,Training_46,2023-09-04,NA,Yes,0375289555,applicant_1972@email.com,Services,2024-25,2547567,12.074175396798026,Operational,19,294286,Services
1973,Closed,Office_73,DIC,HIMACHAL PRADESH,APP2025979281,Applicant_1973,Individual,Female,OBC,PWD,2013-06-30,9842784031,Address_405,Block_D,District_27,Urban,Tourism Services,Product_30,IFSC299182,IndusInd Bank,Bank_Address_156,2023-04-09,1019740,1195910,446461,Partial,2020-09-23,1990154,2021-09-12,303648,Training_19,2023-06-14,C,Yes,0358660490,applicant_1973@email.com,Agro-based,2023-24,689789,20.795852563016247,Operational,10,730070,Services
1974,Non-Operational,Office_64,KVIB,HARYANA,APP2025162968,Applicant_1974,Individual,Female,ST,NA,2013-06-12,9823876181,Address_460,Block_D,District_18,Rural,Service Business,Product_33,IFSC426018,PNB,Bank_Address_43,2023-06-18,1588590,495305,284976,Partial,2020-09-28,951784,2022-07-11,1446152,Training_13,2022-03-15,A,Yes,0336485420,applicant_1974@email.com,Services,2023-24,4692734,26.311775230867052,Closed,5,944125,Services
1975,Non-Operational,Office_12,KVIB,ANDHRA PRADESH,APP2025480519,Applicant_1975,Individual,Male,SC,PWD,1981-05-31,9886527671,Address_195,Block_B,District_18,Urban,Manufacturing,Product_95,IFSC957736,ICICI Bank,Bank_Address_140,2020-11-02,2182379,205591,162767,Yes,2021-05-05,1102796,2020-12-05,1215226,Training_43,2022-01-29,NA,Yes,0237840854,applicant_1975@email.com,Agro-based,2025-26,3923834,60.22497779206131,Operational,6,670639,Manufacturing
1976,Closed,Office_19,KVIC,JAMMU & KASHMIR,APP2025262506,Applicant_1976,Individual,Male,Scheduled Caste,PWD,1980-05-22,9844332063,Address_329,Block_D,District_8,Urban,Food Processing,Product_42,IFSC458665,Canara Bank,Bank_Address_187,2020-12-02,2093456,399061,37278,Yes,2023-08-15,342239,2023-09-17,120566,Training_39,2022-08-17,C,No,0272812522,applicant_1976@email.com,Manufacturing,2025-26,3921741,81.9954153846879,Closed,20,765039,Manufacturing
1977,Closed,Office_83,KVIB,TELANGANA,APP2025705068,Applicant_1977,Individual,Male,ST,PWD,1968-03-17,9898240751,Address_252,Block_A,District_16,Urban,IT Services,Product_36,IFSC983171,IndusInd Bank,Bank_Address_166,2021-04-06,1288965,1236204,384888,No,2020-12-31,412198,2021-03-08,726357,Training_30,2021-11-04,NA,No,0382965624,applicant_1977@email.com,Agro-based,2024-25,4283047,80.50396522933141,Operational,1,1356043,Services
1978,Closed,Office_33,KVIC,ANDHRA PRADESH,APP2025204575,Applicant_1978,Individual,Female,General,NA,1980-01-06,9814919005,Address_335,Block_A,District_20,Rural,E-commerce,Product_55,IFSC592267,Union Bank,Bank_Address_156,2020-11-15,950543,1400590,73145,Partial,2023-10-01,1966798,2020-03-12,1468402,Training_40,2021-10-16,B,No,0305086870,applicant_1978@email.com,Services,2025-26,2335470,61.07407180116164,Non-Operational,19,1294424,Services
1979,Closed,Office_90,KVIB,RAJASTHAN,APP2025775742,Applicant_1979,Individual,Male,SC,PWD,1981-09-12,9837820269,Address_467,Block_D,District_44,Rural,Video & Photo Studio,Product_77,IFSC188810,Kotak Bank,Bank_Address_131,2023-09-03,1174311,771416,496026,No,2023-03-17,342084,2020-11-23,1168846,Training_47,2021-11-25,B,Yes,0341824131,applicant_1979@email.com,Agro-based,2024-25,1987519,66.81707107348741,Operational,16,548191,Services
1980,Closed,Office_43,Ministry,PUNJAB,APP2025419440,Applicant_1980,Individual,Female,General,EX-SERVICEMAN,1976-01-04,9819292848,Address_357,Block_C,District_28,Rural,Tourism Services,Product_65,IFSC895688,IndusInd Bank,Bank_Address_196,2022-06-24,1005286,521377,383576,Yes,2020-05-04,327550,2023-07-13,323732,Training_34,2021-01-05,A,No,0375609734,applicant_1980@email.com,Services,2024-25,2898296,70.38755244289383,Closed,5,396864,Services
1981,Closed,Office_76,DIC,MADHYA PRADESH,APP2025208444,Applicant_1981,Individual,Male,ST,NA,1988-06-03,9898273950,Address_363,Block_D,District_3,Rural,E-commerce,Product_94,IFSC223748,Bank of Baroda,Bank_Address_187,2022-06-10,858565,1485214,390031,No,2021-03-18,1140979,2020-07-10,1394383,Training_42,2020-05-02,B,No,0362196330,applicant_1981@email.com,Retail,2025-26,1393979,18.822465410011823,Closed,11,915729,Services
1982,Operational,Office_46,DIC,TAMIL NADU,APP2025731965,Applicant_1982,Individual,Female,OBC,PWD,2014-05-02,9827073275,Address_351,Block_B,District_5,Urban,Health Care,Product_63,IFSC130774,Axis Bank,Bank_Address_103,2021-11-30,1752941,134984,333751,No,2023-11-23,899623,2020-01-25,673686,Training_20,2022-12-15,NA,No,0383354909,applicant_1982@email.com,Manufacturing,2023-24,3756809,18.90729079218919,Operational,13,730989,Services
1983,Non-Operational,Office_75,KVIB,TELANGANA,APP2025465969,Applicant_1983,Individual,Female,OBC,PWD,1991-05-04,9831535202,Address_216,Block_C,District_23,Urban,Handicraft,Product_88,IFSC736936,Axis Bank,Bank_Address_82,2023-11-24,2119833,374922,429391,No,2020-08-16,1254096,2022-03-11,460385,Training_25,2020-08-30,B,Yes,0245560327,applicant_1983@email.com,Services,2025-26,4237472,22.73345216786753,Operational,3,278592,Manufacturing
1984,Non-Operational,Office_1,KVIB,UTTARAKHAND,APP2025280548,Applicant_1984,Individual,Female,SC,PWD,2013-06-19,9824564668,Address_385,Block_C,District_24,Urban,Manufacturing,Product_57,IFSC709262,Canara Bank,Bank_Address_194,2021-07-14,958389,1175846,434583,Yes,2021-04-03,175029,2021-09-10,465038,Training_17,2020-01-16,A,No,0264066781,applicant_1984@email.com,Agro-based,2024-25,1391615,64.27754561341705,Operational,3,1055604,Manufacturing
1985,Closed,Office_20,KVIB,ODISHA,APP2025202891,Applicant_1985,Individual,Female,SC,EX-SERVICEMAN,1976-12-24,9866096087,Address_406,Block_A,District_11,Rural,Video & Photo Studio,Product_84,IFSC410461,Kotak Bank,Bank_Address_163,2020-02-05,1364349,399431,143800,Yes,2021-11-04,775426,2020-06-10,1139415,Training_21,2021-06-04,C,Yes,0396839186,applicant_1985@email.com,Services,2023-24,4831868,67.10040801987435,Non-Operational,8,1430938,Services
1986,Closed,Office_37,Ministry,MADHYA PRADESH,APP2025959204,Applicant_1986,Individual,Male,Scheduled Tribe,PWD,1978-11-26,9848684746,Address_65,Block_A,District_26,Urban,Education Center,Product_20,IFSC579923,PNB,Bank_Address_177,2022-05-17,1559918,283674,220988,Yes,2023-09-06,1636822,2021-05-09,455954,Training_44,2020-12-12,B,No,0176502334,applicant_1986@email.com,Manufacturing,2024-25,3988953,49.706543773948866,Operational,16,1221252,Services
1987,Closed,Office_73,KVIC,UTTAR PRADESH,APP2025618400,Applicant_1987,Individual,Female,ST,NA,1991-04-21,9881954219,Address_144,Block_A,District_50,Urban,Manufacturing,Product_23,IFSC252693,PNB,Bank_Address_46,2022-05-25,651575,727093,244592,No,2023-04-16,588790,2022-09-24,1253995,Training_34,2022-05-09,C,Yes,0339058008,applicant_1987@email.com,Agro-based,2024-25,1951180,98.21930338115435,Operational,9,1491188,Manufacturing
1988,Non-Operational,Office_60,Ministry,KARNATAKA,APP2025816963,Applicant_1988,Individual,Male,General,EX-SERVICEMAN,2008-10-12,9875662221,Address_436,Block_C,District_41,Urban,Service Business,Product_8,IFSC938939,PNB,Bank_Address_37,2021-11-08,1047115,128694,119406,Partial,2021-10-17,1573446,2023-08-21,824780,Training_7,2020-12-24,A,Yes,0381481826,applicant_1988@email.com,Manufacturing,2025-26,1793119,81.81545348587653,Closed,17,106439,Services
1989,Operational,Office_74,KVIC,HIMACHAL PRADESH,APP2025512980,Applicant_1989,Individual,Male,OBC,NA,1973-05-13,9826633914,Address_489,Block_A,District_49,Rural,Retail Trading,Product_55,IFSC289553,Kotak Bank,Bank_Address_172,2022-01-01,1302329,117402,92338,Partial,2023-12-27,1979962,2021-05-05,514115,Training_31,2020-04-16,B,No,0274072273,applicant_1989@email.com,Agro-based,2025-26,2482691,68.12702072475489,Operational,9,1283338,Services
1990,Non-Operational,Office_14,KVIB,ODISHA,APP2025268704,Applicant_1990,Individual,Male,OBC,EX-SERVICEMAN,1960-09-27,9825802364,Address_356,Block_A,District_15,Rural,E-commerce,Product_91,IFSC514235,ICICI Bank,Bank_Address_23,2020-01-18,179559,196945,299122,No,2021-04-18,551837,2022-04-02,1487849,Training_14,2022-06-21,A,No,0243020165,applicant_1990@email.com,Agro-based,2025-26,3895423,67.10178289063472,Non-Operational,7,1063968,Services
1991,Non-Operational,Office_63,DIC,KERALA,APP2025275456,Applicant_1991,Individual,Male,SC,EX-SERVICEMAN,1963-03-25,9821580570,Address_79,Block_A,District_47,Urban,Health Care,Product_41,IFSC275119,SBI,Bank_Address_121,2022-01-17,2260128,1198024,185717,Yes,2021-11-28,1744749,2021-06-07,1397452,Training_20,2023-02-27,A,Yes,0321732497,applicant_1991@email.com,Agro-based,2023-24,453470,0.7036163100491821,Operational,16,131227,Services
1992,Closed,Office_71,State,ASSAM,APP2025165877,Applicant_1992,Individual,Female,General,PWD,1970-04-02,9888892297,Address_171,Block_D,District_5,Urban,Health Care,Product_64,IFSC848549,ICICI Bank,Bank_Address_184,2023-02-06,1011371,1187882,17622,Yes,2023-09-08,1319027,2021-03-13,1186267,Training_33,2020-12-15,NA,Yes,0368659322,applicant_1992@email.com,Services,2025-26,3274890,79.42910734493995,Closed,20,597689,Services
1993,Closed,Office_36,KVIC,MAHARASHTRA,APP2025961261,Applicant_1993,Individual,Female,Scheduled Caste,NA,1961-06-12,9895810220,Address_70,Block_B,District_26,Rural,Education Center,Product_56,IFSC298876,ICICI Bank,Bank_Address_105,2021-03-31,1708379,227903,205789,Partial,2020-11-11,250676,2020-04-26,732179,Training_26,2023-07-20,C,Yes,0218557529,applicant_1993@email.com,Services,2024-25,2607776,28.712871506902637,Operational,1,1277046,Services
1994,Closed,Office_77,KVIC,KARNATAKA,APP2025742342,Applicant_1994,Individual,Female,SC,PWD,1969-08-16,9877213584,Address_498,Block_C,District_27,Rural,Service Business,Product_67,IFSC116033,Canara Bank,Bank_Address_180,2020-02-22,1410620,166137,395614,Yes,2020-09-11,1550847,2021-04-18,1140090,Training_4,2023-10-09,NA,No,0195304842,applicant_1994@email.com,Retail,2024-25,683922,40.19394971424705,Closed,5,248124,Services
1995,Non-Operational,Office_81,KVIB,BIHAR,APP2025970646,Applicant_1995,Individual,Female,ST,EX-SERVICEMAN,1978-09-15,9852634799,Address_221,Block_B,District_33,Urban,Health Care,Product_26,IFSC347467,IndusInd Bank,Bank_Address_106,2022-01-23,1112320,957425,371024,No,2020-03-27,849821,2022-05-18,1425927,Training_37,2021-10-17,C,No,0397061113,applicant_1995@email.com,Manufacturing,2023-24,3470929,40.38950589115018,Non-Operational,20,724772,Services
1996,Closed,Office_20,State,CHHATTISGARH,APP2025537189,Applicant_1996,Individual,Female,Scheduled Tribe,EX-SERVICEMAN,1991-01-14,9819518778,Address_19,Block_D,District_13,Urban,Health Care,Product_90,IFSC689826,Union Bank,Bank_Address_17,2023-06-01,563948,855856,382942,Partial,2023-01-31,545345,2021-05-24,823092,Training_42,2021-06-27,NA,Yes,0131420453,applicant_1996@email.com,Agro-based,2025-26,2184782,93.45655800636783,Closed,16,1454835,Services
1997,Non-Operational,Office_10,KVIB,PUNJAB,APP2025620422,Applicant_1997,Individual,Female,SC,EX-SERVICEMAN,1987-07-15,9877286455,Address_127,Block_B,District_36,Rural,E-commerce,Product_67,IFSC661237,Axis Bank,Bank_Address_44,2022-06-15,624006,50213,12303,No,2023-06-05,1185706,2022-03-29,1069300,Training_3,2021-03-12,A,Yes,0154919833,applicant_1997@email.com,Agro-based,2024-25,2054639,75.4930029685208,Closed,18,313208,Services
1998,Non-Operational,Office_44,KVIB,BIHAR,APP2025794867,Applicant_1998,Individual,Male,Scheduled Caste,EX-SERVICEMAN,1981-09-01,9842136796,Address_155,Block_C,District_36,Urban,Health Care,Product_58,IFSC250379,Bank of Baroda,Bank_Address_99,2020-02-03,2252391,386011,65368,Partial,2021-11-28,1802824,2022-09-30,943710,Training_21,2023-04-21,B,Yes,0351774213,applicant_1998@email.com,Retail,2024-25,3289841,15.365778108376682,Non-Operational,9,1490400,Services
1999,Closed,Office_49,KVIB,TAMIL NADU,APP2025853057,Applicant_1999,Individual,Female,Scheduled Caste,NA,2012-05-30,9871056738,Address_11,Block_C,District_4,Rural,Service Business,Product_17,IFSC418953,IndusInd Bank,Bank_Address_75,2022-05-28,2286311,517964,450158,No,2020-10-20,1134811,2022-12-31,53857,Training_48,2021-01-09,C,No,0396902965,applicant_1999@email.com,Retail,2024-25,3407048,71.15199253233439,Non-Operational,6,547886,Services
2000,Non-Operational,Office_21,KVIB,HARYANA,APP2025379728,Applicant_2000,Individual,Male,Scheduled Caste,PWD,2010-08-12,9842468399,Address_23,Block_C,District_11,Urban,Textile Unit,Product_68,IFSC752203,Union Bank,Bank_Address_63,2022-06-27,1785147,1091264,112172,No,2023-11-21,1761653,2021-01-29,363847,Training_6,2020-02-04,C,Yes,0373783709,applicant_2000@email.com,Agro-based,2025-26,4514316,55.325152160707894,Operational,19,776719,Manufacturing
2001,Operational,Office_74,DIC,KARNATAKA,APP2025725160,Applicant_2001,Individual,Male,SC,PWD,1989-10-06,9888812126,Address_28,Block_C,District_34,Urban,E-commerce,Product_100,IFSC185260,Kotak Bank,Bank_Address_46,2021-10-31,923583,1421865,317512,Partial,2022-03-01,257015,2021-08-08,1304936,Training_35,2021-01-27,B,No,0234634623,applicant_2001@email.com,Retail,2024-25,1446680,25.822937613604825,Closed,17,1001109,Services
2002,Closed,Office_7,State,CHHATTISGARH,APP2025341096,Applicant_2002,Individual,Male,General,EX-SERVICEMAN,2011-07-11,9816133427,Address_191,Block_B,District_1,Urban,E-commerce,Product_41,IFSC111531,Bank of Baroda,Bank_Address_81,2022-12-13,2092125,181112,190800,Yes,2020-07-24,1541067,2022-02-25,865228,Training_12,2022-08-09,C,Yes,0271736874,applicant_2002@email.com,Manufacturing,2024-25,1144980,42.12990408893532,Non-Operational,12,1282303,Services
2003,Non-Operational,Office_3,KVIC,KERALA,APP2025341932,Applicant_2003,Individual,Male,Scheduled Tribe,EX-SERVICEMAN,2003-01-12,9850208791,Address_77,Block_D,District_30,Urban,Video & Photo Studio,Product_80,IFSC882048,HDFC Bank,Bank_Address_197,2023-10-12,1361836,113740,353291,No,2023-12-03,320274,2021-12-21,940931,Training_33,2023-03-20,A,Yes,0333051512,applicant_2003@email.com,Services,2024-25,4180923,38.54701141279868,Operational,10,1355983,Services
2004,Closed,Office_14,DIC,RAJASTHAN,APP2025714033,Applicant_2004,Individual,Male,Scheduled Caste,PWD,1969-11-15,9828290765,Address_62,Block_B,District_47,Rural,Service Business,Product_9,IFSC281346,IndusInd Bank,Bank_Address_168,2023-12-15,346324,1464801,24975,No,2023-09-18,1957508,2023-09-09,1393277,Training_9,2021-02-13,B,No,0346616228,applicant_2004@email.com,Agro-based,2025-26,4798936,77.30666584879866,Non-Operational,2,746055,Services
2005,Non-Operational,Office_56,KVIC,MAHARASHTRA,APP2025239586,Applicant_2005,Individual,Male,Scheduled Caste,EX-SERVICEMAN,1972-01-08,9827384257,Address_388,Block_A,District_4,Rural,Retail Trading,Product_22,IFSC693005,HDFC Bank,Bank_Address_49,2023-04-12,939008,1402696,49296,Yes,2023-03-22,510469,2021-01-30,76601,Training_6,2022-07-11,NA,No,0263902915,applicant_2005@email.com,Retail,2024-25,2415262,91.34909043634559,Non-Operational,3,1200930,Services
2006,Operational,Office_82,State,ASSAM,APP2025260313,Applicant_2006,Individual,Female,ST,NA,1960-08-04,9861453158,Address_399,Block_C,District_19,Rural,Tourism Services,Product_18,IFSC639045,Canara Bank,Bank_Address_150,2022-02-19,817768,135142,61036,No,2022-08-02,841461,2021-01-17,89824,Training_18,2021-05-24,NA,Yes,0165863931,applicant_2006@email.com,Manufacturing,2024-25,2305418,27.146580854220304,Closed,18,232838,Services
2007,Closed,Office_3,KVIC,TAMIL NADU,APP2025798322,Applicant_2007,Individual,Male,Scheduled Caste,NA,1991-09-11,9875274005,Address_317,Block_D,District_43,Urban,Service Business,Product_91,IFSC343845,Canara Bank,Bank_Address_103,2020-11-11,2070914,911321,113515,Partial,2021-12-18,379336,2020-11-19,858834,Training_10,2022-06-15,B,Yes,0406705593,applicant_2007@email.com,Retail,2025-26,2873493,62.93453620974313,Closed,9,181262,Services
2008,Closed,Office_54,DIC,JHARKHAND,APP2025350774,Applicant_2008,Individual,Female,SC,EX-SERVICEMAN,1971-02-16,9839311073,Address_148,Block_D,District_17,Urban,Education Center,Product_57,IFSC117089,PNB,Bank_Address_104,2022-05-27,2010528,1150362,25158,Yes,2023-09-19,1943884,2023-01-21,785297,Training_15,2021-04-01,C,No,0254492408,applicant_2008@email.com,Services,2023-24,848058,75.64521084173155,Non-Operational,7,1055948,Services
2009,Operational,Office_59,KVIC,ANDHRA PRADESH,APP2025315585,Applicant_2009,Individual,Male,Scheduled Tribe,NA,2000-11-04,9878591406,Address_150,Block_C,District_30,Urban,Retail Trading,Product_80,IFSC130574,Bank of Baroda,Bank_Address_153,2023-05-04,454214,1349428,304189,Partial,2021-10-26,1899372,2022-01-13,437763,Training_13,2022-01-30,NA,Yes,0231034896,applicant_2009@email.com,Retail,2025-26,2253327,42.691204728611176,Operational,18,799104,Services
2010,Closed,Office_91,DIC,TELANGANA,APP2025688376,Applicant_2010,Individual,Male,SC,EX-SERVICEMAN,2005-11-05,9896564565,Address_420,Block_C,District_7,Rural,IT Services,Product_11,IFSC852288,Canara Bank,Bank_Address_100,2020-09-23,1938005,148720,471905,No,2023-03-26,715542,2021-07-26,1061531,Training_40,2021-10-29,C,No,0227899060,applicant_2010@email.com,Services,2025-26,1648428,26.136058789940996,Operational,2,975594,Services
2011,Operational,Office_10,Ministry,HARYANA,APP2025202562,Applicant_2011,Individual,Female,Scheduled Tribe,PWD,1971-08-19,9815218530,Address_329,Block_C,District_16,Rural,IT Services,Product_83,IFSC290830,Axis Bank,Bank_Address_98,2022-05-10,217570,480248,227835,Partial,2020-11-10,1343906,2020-07-28,975922,Training_4,2021-08-21,A,Yes,0278754255,applicant_2011@email.com,Retail,2023-24,2480410,98.05921736598485,Operational,11,1344692,Services
2012,Closed,Office_85,State,UTTAR PRADESH,APP2025643197,Applicant_2012,Individual,Male,ST,NA,2009-08-31,9885586246,Address_466,Block_D,District_4,Rural,IT Services,Product_83,IFSC420824,Union Bank,Bank_Address_62,2022-06-26,1871017,422399,271204,No,2021-03-06,366267,2023-09-11,1077480,Training_5,2020-12-23,NA,No,0185306115,applicant_2012@email.com,Services,2025-26,4400912,55.78486417009976,Closed,12,1406300,Services
2013,Non-Operational,Office_77,State,ANDHRA PRADESH,APP2025342487,Applicant_2013,Individual,Male,SC,PWD,1975-01-20,9812347778,Address_28,Block_D,District_45,Rural,Tourism Services,Product_78,IFSC995046,HDFC Bank,Bank_Address_184,2020-10-05,1489775,772913,300276,Partial,2021-10-12,1602610,2021-08-06,809104,Training_41,2020-12-17,C,Yes,0218867434,applicant_2013@email.com,Retail,2025-26,4792529,56.660905094249344,Non-Operational,20,883501,Services
2014,Non-Operational,Office_48,KVIC,UTTAR PRADESH,APP2025541566,Applicant_2014,Individual,Male,OBC,NA,1978-07-13,9812407150,Address_159,Block_D,District_16,Urban,IT Services,Product_74,IFSC966861,SBI,Bank_Address_155,2020-07-08,2278865,392672,291237,Yes,2022-02-07,1735217,2020-10-10,877686,Training_36,2021-11-04,C,Yes,0328853786,applicant_2014@email.com,Services,2024-25,967142,16.763294425567178,Non-Operational,8,959448,Services
2015,Operational,Office_71,Ministry,HIMACHAL PRADESH,APP2025141249,Applicant_2015,Individual,Male,SC,PWD,1969-09-24,9873483117,Address_36,Block_B,District_33,Rural,Tourism Services,Product_92,IFSC665770,Axis Bank,Bank_Address_77,2021-04-15,120039,141609,254516,No,2020-09-09,221391,2021-10-06,274757,Training_49,2023-01-23,B,No,0333541402,applicant_2015@email.com,Agro-based,2024-25,2319422,53.94168803752984,Non-Operational,14,1094515,Services
2016,Operational,Office_50,KVIC,KARNATAKA,APP2025917006,Applicant_2016,Individual,Male,Scheduled Tribe,NA,1960-05-22,9826216005,Address_167,Block_D,District_2,Rural,Tourism Services,Product_3,IFSC170199,Canara Bank,Bank_Address_174,2020-08-16,1545808,633666,493477,Yes,2023-09-15,1255705,2022-05-19,755670,Training_18,2022-11-23,B,Yes,0402453853,applicant_2016@email.com,Manufacturing,2023-24,3903766,6.218265945043921,Operational,11,462433,Services
2017,Closed,Office_52,KVIB,UTTAR PRADESH,APP2025774987,Applicant_2017,Individual,Male,Scheduled Caste,NA,1999-09-08,9857612362,Address_205,Block_B,District_29,Rural,Education Center,Product_59,IFSC291139,HDFC Bank,Bank_Address_141,2023-09-17,633769,839332,483854,No,2020-04-25,316236,2021-05-08,1070316,Training_29,2020-08-19,A,No,0221932374,applicant_2017@email.com,Manufacturing,2025-26,691353,8.025011512952728,Non-Operational,19,483184,Services
2018,Operational,Office_69,KVIC,JAMMU & KASHMIR,APP2025630077,Applicant_2018,Individual,Male,Scheduled Caste,NA,1980-03-21,9824923128,Address_430,Block_C,District_25,Rural,Textile Unit,Product_6,IFSC727032,SBI,Bank_Address_146,2023-04-02,1906184,1197530,97400,Partial,2023-07-15,980243,2023-08-17,1474699,Training_1,2020-12-30,NA,Yes,0367870471,applicant_2018@email.com,Retail,2024-25,4228671,68.31420317286057,Closed,6,851046,Manufacturing
2019,Closed,Office_42,KVIC,ANDHRA PRADESH,APP2025398179,Applicant_2019,Individual,Male,ST,NA,2013-08-28,9818535395,Address_214,Block_C,District_39,Urban,E-commerce,Product_10,IFSC367484,SBI,Bank_Address_183,2021-11-25,2202551,60073,236817,Yes,2023-02-02,677643,2022-07-13,1145135,Training_21,2020-02-24,NA,No,0315763128,applicant_2019@email.com,Services,2024-25,4359315,23.926696508697432,Operational,11,442344,Services
2020,Operational,Office_46,Ministry,RAJASTHAN,APP2025874963,Applicant_2020,Individual,Male,Scheduled Caste,EX-SERVICEMAN,1992-09-10,9854622965,Address_291,Block_D,District_38,Rural,Tourism Services,Product_66,IFSC757069,Canara Bank,Bank_Address_126,2023-07-07,2156634,53932,106602,Partial,2022-12-30,741586,2022-04-24,181865,Training_48,2021-03-15,A,No,0384780119,applicant_2020@email.com,Agro-based,2024-25,4029474,97.76606324467899,Non-Operational,3,1428404,Services
2021,Closed,Office_12,Ministry,ANDHRA PRADESH,APP2025198074,Applicant_2021,Individual,Female,ST,NA,2003-10-02,9874808945,Address_218,Block_C,District_42,Urban,Retail Trading,Product_91,IFSC599694,Kotak Bank,Bank_Address_79,2020-09-18,341464,1401076,349672,No,2023-07-09,1530640,2021-03-23,168775,Training_5,2023-07-15,C,No,0175972371,applicant_2021@email.com,Manufacturing,2024-25,4006460,11.968128032230164,Operational,19,1059560,Services
